Status_of_existing_checking_account,Duration_in_month,Credit_history,Purpose,Credit_amount,Savings_account/bonds,Present_employment_since,Installment_rate_in_percentage_of_disposable_income,Personal_status_and_sex,guarantors,Present_residence_since,Property,Age_in_years,Other_installment_plans,Housing,Number_of_existing_credits_at_this_bank,Job,Number_of_people_being_liable_to_provide_maintenance_for,Telephone,Foreign_Worker,Class
A14,15,existing credits paid back duly till now,domestic appliances,1262,500 <= ... < 1000 DM,4 <= ... < 7 years,4,male : single,,3,building society savings agreement/ life insurance,36,,Own,2,skilled employee,1,registered under the customers name,Yes,1
A12,10,existing credits paid back duly till now,Car Used,7308,< 100 DM,unemployed,2,male : single,,4,no property,70,Bank,For Free,1,management,1,registered under the customers name,Yes,1
A14,36,existing credits paid back duly till now,Car Used,909,500 <= ... < 1000 DM, >= 7 years,4,male : single,,4,building society savings agreement/ life insurance,36,,Own,1,skilled employee,1,,Yes,1
A14,6,existing credits paid back duly till now,furniture/equipment,2978,500 <= ... < 1000 DM,1 <= ... < 4 years,1,male : single,,2,car or other,32,,Own,1,skilled employee,1,registered under the customers name,Yes,1
A11,18,existing credits paid back duly till now,furniture/equipment,1131,< 100 DM,unemployed,4,female : divorced/separated/married,,2,car or other,33,,Own,1,skilled employee,1,,Yes,2
A12,11,existing credits paid back duly till now,furniture/equipment,1577,. >= 1000 DM,< 1 year,4,female : divorced/separated/married,,1,real estate,20,,Own,1,skilled employee,1,,Yes,1
A14,24,existing credits paid back duly till now,furniture/equipment,3972,< 100 DM,4 <= ... < 7 years,2,female : divorced/separated/married,,4,building society savings agreement/ life insurance,25,,Rent,1,skilled employee,1,registered under the customers name,Yes,1
A12,24,critical account,business,1935,< 100 DM, >= 7 years,4,male : divorced/separated,,4,real estate,31,,Own,2,skilled employee,1,registered under the customers name,Yes,2
A11,15,no credits taken/ all credits paid back duly,Car Used,950,< 100 DM, >= 7 years,4,male : single,,3,car or other,33,,Rent,2,skilled employee,2,,Yes,2
A14,12,existing credits paid back duly till now,furniture/equipment,763,< 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,,1,real estate,26,,Own,1,skilled employee,1,registered under the customers name,Yes,1
A12,24,delay in paying off in the past,furniture/equipment,2064,< 100 DM,unemployed,3,female : divorced/separated/married,,2,building society savings agreement/ life insurance,34,,Own,1,management,1,registered under the customers name,Yes,2
A12,8,existing credits paid back duly till now,radio/television,1414,< 100 DM,1 <= ... < 4 years,4,male : single,guarantor,2,real estate,33,,Own,1,skilled employee,1,,No,1
A11,21,delay in paying off in the past,education,3414,< 100 DM,< 1 year,2,male : single,,1,building society savings agreement/ life insurance,26,,Own,2,skilled employee,1,,Yes,2
A14,30,all credits at this bank paid back duly,Car New,7485,Unknown,unemployed,4,female : divorced/separated/married,,1,real estate,53,Bank,Own,1,management,1,registered under the customers name,Yes,2
A11,12,existing credits paid back duly till now,furniture/equipment,2577,< 100 DM,1 <= ... < 4 years,2,male : divorced/separated,,1,car or other,42,,Own,1,skilled employee,1,,Yes,1
A11,6,critical account,radio/television,338,500 <= ... < 1000 DM, >= 7 years,4,male : single,,4,car or other,52,,Own,2,skilled employee,1,,Yes,1
A14,12,existing credits paid back duly till now,radio/television,1963,< 100 DM,4 <= ... < 7 years,4,male : single,,2,car or other,31,,Rent,2,management,2,registered under the customers name,Yes,1
A11,21,critical account,Car Used,571,< 100 DM, >= 7 years,4,male : single,,4,real estate,65,,Own,2,skilled employee,1,,Yes,1
A14,36,delay in paying off in the past,business,9572,< 100 DM,< 1 year,1,male : divorced/separated,,1,car or other,28,,Own,2,skilled employee,1,,Yes,2
A12,36,delay in paying off in the past,business,4455,< 100 DM,1 <= ... < 4 years,2,male : divorced/separated,,2,real estate,30,Stores,Own,2,management,1,registered under the customers name,Yes,2
A11,21,all credits at this bank paid back duly,Car Used,1647,Unknown,1 <= ... < 4 years,4,male : single,,2,building society savings agreement/ life insurance,40,,Own,2,unskilled - resident,2,,Yes,2
A14,24,critical account,furniture/equipment,3777,. >= 1000 DM,1 <= ... < 4 years,4,male : single,,4,real estate,50,,Own,1,skilled employee,1,registered under the customers name,Yes,1
A12,18,critical account,Car Used,884,< 100 DM, >= 7 years,4,male : single,,4,car or other,36,Bank,Own,1,skilled employee,2,registered under the customers name,Yes,2
A14,15,critical account,radio/television,1360,< 100 DM,1 <= ... < 4 years,4,male : single,,2,building society savings agreement/ life insurance,31,,Own,2,skilled employee,1,,Yes,1
A12,9,all credits at this bank paid back duly,Car New,5129,< 100 DM, >= 7 years,2,female : divorced/separated/married,,4,no property,74,Bank,For Free,1,management,2,registered under the customers name,Yes,2
A12,16,critical account,Car Used,1175,< 100 DM,unemployed,2,male : single,,3,car or other,68,,For Free,3,unemployed,1,registered under the customers name,Yes,1
A11,12,existing credits paid back duly till now,radio/television,674,100 <= ... < 500 DM,4 <= ... < 7 years,4,male : married/widowed,,1,building society savings agreement/ life insurance,20,,Own,1,skilled employee,1,,Yes,2
A12,18,no credits taken/ all credits paid back duly,furniture/equipment,3244,< 100 DM,1 <= ... < 4 years,1,female : divorced/separated/married,,4,car or other,33,Bank,Own,2,skilled employee,1,registered under the customers name,Yes,1
A14,24,existing credits paid back duly till now,business,4591,. >= 1000 DM,1 <= ... < 4 years,2,male : single,,3,building society savings agreement/ life insurance,54,,Own,3,management,1,registered under the customers name,Yes,2
A12,48,no credits taken/ all credits paid back duly,business,3844,100 <= ... < 500 DM,4 <= ... < 7 years,4,male : single,,4,no property,34,,For Free,1,unskilled - resident,2,,Yes,2
A12,27,existing credits paid back duly till now,business,3915,< 100 DM,1 <= ... < 4 years,4,male : single,,2,car or other,36,,Own,1,skilled employee,2,registered under the customers name,Yes,2
A14,6,existing credits paid back duly till now,radio/television,2108,< 100 DM,4 <= ... < 7 years,2,male : married/widowed,,2,real estate,29,,Rent,1,skilled employee,1,,Yes,1
A12,45,existing credits paid back duly till now,radio/television,3031,100 <= ... < 500 DM,1 <= ... < 4 years,4,male : single,guarantor,4,building society savings agreement/ life insurance,21,,Rent,1,skilled employee,1,,Yes,2
A12,9,critical account,education,1501,< 100 DM, >= 7 years,2,female : divorced/separated/married,,3,car or other,34,,Own,2,management,1,registered under the customers name,Yes,2
A14,6,critical account,radio/television,1382,< 100 DM,1 <= ... < 4 years,1,female : divorced/separated/married,,1,car or other,28,,Own,2,skilled employee,1,registered under the customers name,Yes,1
A12,12,existing credits paid back duly till now,furniture/equipment,951,100 <= ... < 500 DM,< 1 year,4,female : divorced/separated/married,,4,car or other,27,Bank,Rent,4,skilled employee,1,,Yes,2
A12,24,existing credits paid back duly till now,Car New,2760,Unknown, >= 7 years,4,male : single,,4,no property,36,Bank,For Free,1,skilled employee,1,registered under the customers name,Yes,1
A12,18,delay in paying off in the past,furniture/equipment,4297,< 100 DM, >= 7 years,4,male : divorced/separated,,3,no property,40,,Own,1,management,1,registered under the customers name,Yes,2
A14,9,critical account,education,936,500 <= ... < 1000 DM, >= 7 years,4,male : single,,2,car or other,52,,Own,2,skilled employee,1,registered under the customers name,Yes,1
A11,12,existing credits paid back duly till now,Car Used,1168,< 100 DM,1 <= ... < 4 years,4,male : married/widowed,,3,real estate,27,,Own,1,unskilled - resident,1,,Yes,1
A14,27,delay in paying off in the past,business,5117,< 100 DM,4 <= ... < 7 years,3,male : single,,4,car or other,26,,Own,2,skilled employee,1,,Yes,1
A11,12,existing credits paid back duly till now,retraining,902,< 100 DM,4 <= ... < 7 years,4,male : married/widowed,,4,building society savings agreement/ life insurance,21,,Rent,1,skilled employee,1,,Yes,2
A14,12,critical account,Car Used,1495,< 100 DM, >= 7 years,4,male : single,,1,real estate,38,,Own,2,unskilled - resident,2,,Yes,1
A11,30,critical account,Car New,10623,< 100 DM, >= 7 years,3,male : single,,4,no property,38,,For Free,3,management,2,registered under the customers name,Yes,1
A14,12,critical account,furniture/equipment,1935,< 100 DM, >= 7 years,4,male : single,,4,real estate,43,,Own,3,skilled employee,1,registered under the customers name,Yes,1
A12,12,critical account,domestic appliances,1424,< 100 DM,4 <= ... < 7 years,4,male : single,,3,building society savings agreement/ life insurance,26,,Own,1,skilled employee,1,,Yes,1
A11,24,existing credits paid back duly till now,business,6568,< 100 DM,1 <= ... < 4 years,2,male : married/widowed,,2,car or other,21,Stores,Own,1,unskilled - resident,1,,Yes,1
A14,12,existing credits paid back duly till now,Car New,1413,. >= 1000 DM,4 <= ... < 7 years,3,male : single,,2,building society savings agreement/ life insurance,55,,Own,1,skilled employee,1,,No,1
A14,9,critical account,radio/television,3074,Unknown,1 <= ... < 4 years,1,male : single,,2,real estate,33,,Own,2,skilled employee,2,,Yes,1
A14,36,existing credits paid back duly till now,radio/television,3835,Unknown, >= 7 years,2,female : divorced/separated/married,,4,real estate,45,,Own,1,unskilled - resident,1,registered under the customers name,Yes,1
A11,27,no credits taken/ all credits paid back duly,business,5293,< 100 DM,unemployed,2,male : single,,4,building society savings agreement/ life insurance,50,Stores,Own,2,skilled employee,1,registered under the customers name,Yes,2
A13,30,delay in paying off in the past,business,1908,< 100 DM, >= 7 years,4,male : single,,4,real estate,66,,Own,1,management,1,registered under the customers name,Yes,2
A14,36,critical account,radio/television,3342,Unknown, >= 7 years,4,male : single,,2,car or other,51,,Own,1,skilled employee,1,registered under the customers name,Yes,1
A12,6,critical account,retraining,932,Unknown,4 <= ... < 7 years,1,female : divorced/separated/married,,3,building society savings agreement/ life insurance,39,,Own,2,unskilled - resident,1,,Yes,1
A11,18,no credits taken/ all credits paid back duly,business,3104,< 100 DM,4 <= ... < 7 years,3,male : single,,1,building society savings agreement/ life insurance,31,Bank,Own,1,skilled employee,1,registered under the customers name,Yes,1
A13,36,existing credits paid back duly till now,radio/television,3913,< 100 DM,1 <= ... < 4 years,2,male : single,,2,real estate,23,,Own,1,skilled employee,1,registered under the customers name,Yes,1
A11,24,existing credits paid back duly till now,furniture/equipment,3021,< 100 DM,1 <= ... < 4 years,2,male : divorced/separated,,2,real estate,24,,Rent,1,unskilled - resident,1,,Yes,1
A14,10,existing credits paid back duly till now,Car Used,1364,< 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,,4,car or other,64,,Own,1,skilled employee,1,registered under the customers name,Yes,1
A12,12,existing credits paid back duly till now,radio/television,625,< 100 DM,< 1 year,4,male : married/widowed,guarantor,1,real estate,26,Bank,Own,1,unskilled - resident,1,,Yes,1
A11,12,existing credits paid back duly till now,education,1200,Unknown,1 <= ... < 4 years,4,female : divorced/separated/married,,4,building society savings agreement/ life insurance,23,Bank,Rent,1,skilled employee,1,registered under the customers name,Yes,1
A14,12,existing credits paid back duly till now,radio/television,707,< 100 DM,1 <= ... < 4 years,4,male : single,,2,real estate,30,Bank,Own,2,skilled employee,1,,Yes,1
A14,24,delay in paying off in the past,business,2978,Unknown,1 <= ... < 4 years,4,male : single,,4,real estate,32,,Own,2,skilled employee,2,registered under the customers name,Yes,1
A14,15,existing credits paid back duly till now,Car New,4657,< 100 DM,1 <= ... < 4 years,3,male : single,,2,car or other,30,,Own,1,skilled employee,1,registered under the customers name,Yes,1
A14,36,no credits taken/ all credits paid back duly,repairs,2613,< 100 DM,1 <= ... < 4 years,4,male : single,,2,car or other,27,,Own,2,skilled employee,1,,Yes,1
A12,48,existing credits paid back duly till now,radio/television,10961,. >= 1000 DM,4 <= ... < 7 years,1,male : single,co-applicant,2,no property,27,Bank,Own,2,skilled employee,1,registered under the customers name,Yes,2
A11,12,existing credits paid back duly till now,furniture/equipment,7865,< 100 DM, >= 7 years,4,male : single,,4,no property,53,,For Free,1,management,1,registered under the customers name,Yes,2
A14,9,existing credits paid back duly till now,radio/television,1478,< 100 DM,4 <= ... < 7 years,4,male : single,,2,car or other,22,,Own,1,skilled employee,1,,Yes,2
A11,24,existing credits paid back duly till now,furniture/equipment,3149,< 100 DM,< 1 year,4,male : single,,1,no property,22,Bank,For Free,1,skilled employee,1,,Yes,1
A13,36,existing credits paid back duly till now,radio/television,4210,< 100 DM,1 <= ... < 4 years,4,male : single,,2,car or other,26,,Own,1,skilled employee,1,,Yes,2
A14,9,existing credits paid back duly till now,Car Used,2507,500 <= ... < 1000 DM, >= 7 years,2,male : single,,4,no property,51,,For Free,1,unskilled - resident,1,,Yes,1
A14,12,existing credits paid back duly till now,radio/television,2141,100 <= ... < 500 DM,4 <= ... < 7 years,3,male : single,,1,no property,35,,Own,1,skilled employee,1,,Yes,1
A12,18,existing credits paid back duly till now,radio/television,866,< 100 DM,1 <= ... < 4 years,4,male : married/widowed,guarantor,2,real estate,25,,Own,1,unskilled - resident,1,,Yes,1
A14,4,critical account,radio/television,1544,< 100 DM,4 <= ... < 7 years,2,male : single,,1,real estate,42,,Own,3,unskilled - resident,2,,Yes,1
A11,24,existing credits paid back duly till now,radio/television,1823,< 100 DM,unemployed,4,male : single,,2,car or other,30,Stores,Own,1,management,2,,Yes,2
A12,6,existing credits paid back duly till now,Car Used,14555,Unknown,unemployed,1,male : single,,2,building society savings agreement/ life insurance,23,,Own,1,unemployed,1,registered under the customers name,Yes,2
A12,21,existing credits paid back duly till now,business,2767,100 <= ... < 500 DM, >= 7 years,4,male : divorced/separated,,2,car or other,61,Bank,Rent,2,unskilled - resident,1,,Yes,2
A14,12,critical account,radio/television,1291,< 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,,2,building society savings agreement/ life insurance,35,,Own,2,skilled employee,1,,Yes,1
A11,30,existing credits paid back duly till now,radio/television,2522,< 100 DM, >= 7 years,1,male : single,guarantor,3,building society savings agreement/ life insurance,39,,Own,1,skilled employee,2,,Yes,1
